id,project_is_approved
p233245,0.6385461651822901
p096795,0.7805849939129879
p236235,0.5973258794130838
p233680,0.45653232523867493
p171879,0.6375959505350163
p016071,0.5590449798167488
p099906,0.7625370026270264
p200236,0.5571599282373294
p129452,0.43585602614211566
p186652,0.7114916383673993
p257992,0.7391112962132376
p055177,0.5838912026654707
p069502,0.016652784007176263
p099455,0.09910617030819505
p226195,0.7165166271544818
p048432,0.7913660536938553
p028074,0.6117818927404369
p188220,0.24009482924328823
p213507,0.5478025885820464
p006068,0.2942884603062728
p124112,0.49282757736912924
p190450,0.8767207022489909
p180156,0.4940635612225284
p025868,0.12925097712564876
p134875,0.8202803229320175
p169259,0.17112898058563467
p124445,0.8874876657909914
p090153,0.68896873197924
p086796,0.5909287499199078
p101412,0.6721692189402191
p249795,0.8513128724290381
p185278,0.4742932658422503
p052706,0.609275004805536
p118380,0.6517197411417954
p258109,0.6579361824822195
p033638,0.4306211956173511
p190269,0.470007688857564
p166424,0.8526090856666878
p128851,0.4514339719356698
p059448,0.5582507849042095
p020036,0.17196770679823153
p241422,0.2597305696161979
p155492,0.3692727622220799
p062100,0.33275389248414167
p159786,0.378168770423528
p144841,0.6218350740052541
p085470,0.47307938745434736
p130095,0.14850515794194913
p047018,0.4399477798423785
p016587,0.4939517524187867
p087209,0.1858935093227398
p188130,0.394009739219581
p101731,0.2561767155763439
p232762,0.8478307810597808
p167483,0.5126651502530916
p076351,0.34584897802268216
p185000,0.9319516883449734
p101086,0.0848811430768245
p026220,0.8041167424873453
p028685,0.5111107195489203
p069530,0.7094383930287691
p056829,0.07504581277631833
p047088,0.10112161209713591
p134783,0.47937015441788944
p033569,0.6893675914653682
p066632,0.6050986736720703
p249875,0.5703226116486193
p246378,0.729524892676363
p088359,0.10956750176202987
p068216,0.4472361760748382
p132793,0.7763964887550459
p012075,0.6585922983276735
p034160,0.7837249311206509
p164095,0.03845646184404434
p101374,0.36569648234766444
p179164,0.3732209905811495
p144206,0.3752348305247645
p117651,0.8616771320561287
p037059,0.8419677067982315
p156849,0.3382072147113474
p096892,0.5559473313256871
p161212,0.08364387774716472
p099186,0.45365797398603186
p124024,0.6028323829051068
p200265,0.4108438521176395
p034357,0.7506548343691934
p177052,0.054343563785480886
p127983,0.10265201512141989
p257497,0.9539248414173127
p017783,0.4163272890369706
p036670,0.4755981290446595
p187035,0.7947616454155187
p251797,0.2375152175305953
p081183,0.5922967258281541
p211028,0.4814371756263216
p197996,0.8804126353559303
p175648,0.6035080412635356
p069955,0.767398923559941
p126285,0.3911754341000833
p073482,0.28201191772922407
p021363,0.3647686935349521
p018483,0.5237726661113602
p120512,0.9604584481322483
p224623,0.7716098545524444
p046024,0.12628115589158714
p128133,0.36341961940155054
p111612,0.4369283014032165
p216008,0.9580518357147435
p250197,0.21302973024924715
p038264,0.674400909848145
