id,project_is_approved
p233245,0.9296122953323407
p096795,0.9160680753539374
p236235,0.9719211863462544
p233680,0.8901537591938162
p171879,0.8838314064766443
p016071,0.9603157421199601
p099906,0.9590465455585754
p200236,0.9097030822803186
p129452,0.7816372193452357
p186652,0.9330345081719359
p257992,0.9739798099752593
p055177,0.8638383636882663
p069502,0.4104491198808085
p099455,0.7493780897124048
p226195,0.9670928345569596
p048432,0.8934811891653825
p028074,0.958368693613027
p188220,0.7235955682098403
p213507,0.8148887378711361
p006068,0.5091296678070711
p124112,0.9339810186607366
p190450,0.9318787961722296
p180156,0.926186501058966
p025868,0.7557875250895095
p134875,0.9378013346371963
p169259,0.8494032470332575
p124445,0.933630210247764
p090153,0.9424359084080457
p086796,0.89947202597802
p101412,0.9120918899209703
p249795,0.963668156773103
p185278,0.9252511841461447
p052706,0.9097383685495566
p118380,0.8809981304791726
p258109,0.8935166805202608
p033638,0.9295186480761939
p190269,0.9403644975607172
p166424,0.848480646278479
p128851,0.929095403125665
p059448,0.9689371520060357
p020036,0.4529564998104181
p241422,0.9360877702003196
p155492,0.8219184732751185
p062100,0.9341059201950304
p159786,0.9393767795681948
p144841,0.8402584700730377
p085470,0.8901124807380244
p130095,0.7203578020300163
p047018,0.9653140502076996
p016587,0.8378241212817286
p087209,0.7444470660238527
p188130,0.9432143026972447
p101731,0.6248339478033433
p232762,0.9941471581736633
p167483,0.9543800903858494
p076351,0.9291125885016039
p185000,0.9536201683310981
p101086,0.786369912993733
p026220,0.963424789031059
p028685,0.8097154783231489
p069530,0.908350903960238
p056829,0.6785228530652572
p047088,0.8903033180840688
p134783,0.8620728570581855
p033569,0.9495301644646034
p066632,0.8610049911946065
p249875,0.9751705043241454
p246378,0.933630288699742
p088359,0.8694064615156242
p068216,0.9086294229473745
p132793,0.9508087840533506
p012075,0.980433213379922
p034160,0.9723415842319869
p164095,0.7347314766534896
p101374,0.8810221159888256
p179164,0.8894144889421067
p144206,0.8913766754286849
p117651,0.661257404429212
p037059,0.916055290541636
p156849,0.9406299301186565
p096892,0.9503807789273016
p161212,0.5540663669477032
p099186,0.7422762195075905
p124024,0.8196151734361538
p200265,0.9232610506753158
p034357,0.9681077508634118
p177052,0.43268430538728697
p127983,0.7259014295012591
p257497,0.9710502313697944
p017783,0.8561772819336574
p036670,0.9873756197950984
p187035,0.9778421027300895
p251797,0.8680429565048191
