id,project_is_approved
p233245,0.8479006119874746
p096795,0.8777529396185619
p236235,0.855399416314365
p233680,0.7665842651282014
p171879,0.8009860587226593
p016071,0.8355371521110027
p099906,0.8985867008453244
p200236,0.8098346737253741
p129452,0.6904072784825144
p186652,0.8726564710047846
p257992,0.9001772843503639
p055177,0.7629284608281877
p069502,0.31028785113659757
p099455,0.5698398004342812
p226195,0.8888010471526723
p048432,0.872164470149117
p028074,0.857262349309296
p188220,0.5585510112883987
p213507,0.7426845824037388
p006068,0.47143285538577095
p124112,0.803437833474144
p190450,0.9164745485694236
p180156,0.8016816439491898
p025868,0.5705584319369249
p134875,0.8969348309300633
p169259,0.6563604800439821
p124445,0.9183429153735676
p090153,0.8640803692181971
p086796,0.8011832392638834
p101412,0.8461013051385995
p249795,0.9279113479539182
p185278,0.7869711310330547
p052706,0.819878604143917
p118380,0.8236148941060837
p258109,0.8303250290308093
p033638,0.7759166151271121
p190269,0.7976577803156637
p166424,0.8558870811531698
p128851,0.7855126632998168
p059448,0.8413906690745825
p020036,0.4015763869351994
p241422,0.7312174444950352
p155492,0.7008969889679392
p062100,0.7445344238525093
p159786,0.7644328598895656
p144841,0.777992680741747
p085470,0.7540956806422177
p130095,0.5120883384990937
p047018,0.8052570615669483
p016587,0.7269787924305867
p087209,0.5714139391099409
p188130,0.773125788249359
p101731,0.509716685964742
p232762,0.948940171313449
p167483,0.8076185947881447
p076351,0.7388166170826869
p185000,0.9494265990855959
p101086,0.5831427950696004
p026220,0.9164386567132862
p028685,0.7283817289424079
p069530,0.8441245150867616
p056829,0.5117113130187869
p047088,0.6463033085753787
p134783,0.7594011177073688
p033569,0.8713568678951423
p066632,0.7962923472586547
p249875,0.8531955608728657
p246378,0.866394126587767
p088359,0.6511438043622023
p068216,0.7651670354435074
p132793,0.8994137778558566
p012075,0.8832159568572593
p034160,0.913680350663788
p164095,0.5227392507126326
p101374,0.7189961084981535
p179164,0.7248942660925035
p144206,0.7426276206432061
p117651,0.7224697120529053
p037059,0.8966107218373693
p156849,0.7622086259786653
p096892,0.8274936278077221
p161212,0.42576966514538617
p099186,0.6824993129249843
p124024,0.7529280602614166
p200265,0.7676367335067156
p034357,0.8995557132856346
p177052,0.3248094370986521
p127983,0.49991139076211855
p257497,0.9650050796785807
p017783,0.7400956917746028
p036670,0.831686029600702
p187035,0.921336650126205
p251797,0.6832281913368291
p081183,0.8481155391789682
p211028,0.8118492271927983
p197996,0.9387286735658229
p175648,0.8439750558781569
p069955,0.8917436717632906
p126285,0.7783591369676724
p073482,0.4607037560091334
p021363,0.7729966760767482
p018483,0.8193784503499947
p120512,0.9514163423833932
p224623,0.8983028574600695
p046024,0.6822893915564113
p128133,0.7018001218606367
p111612,0.7940051862999743
p216008,0.9498046570821196
p250197,0.45483282925668006
p038264,0.8635941309254505
p037304,0.8258694287340748
p233182,0.8037303825292528
p187950,0.9544983303396314
p194163,0.7527494831028783
p123572,0.8527017204405997
p213676,0.45472217260715464
p242177,0.8790690453552886
p228376,0.8377633155317046
p098358,0.5955147364206338
p208182,0.8918140379047398
p192069,0.7798912703875218
p125208,0.7401073534877287
p068618,0.46965954138996974
p250399,0.7892168704225087
p096146,0.9193832459453213
p014072,0.662724017563942
p170811,0.5556355783013438
p016865,0.4768358795545223
p000502,0.889026333333781
p243659,0.7882364176410483
p123641,0.8217841230475161
p179222,0.7748170257157213
p119669,0.8462070057844973
p224232,0.9341253867707993
p113196,0.7273139273149171
p197404,0.7655894459748833
p040348,0.8794823846303181
p220547,0.8110410043780375
p152772,0.5966006113691332
p227843,0.9765893169015336
p243822,0.9404885439068809
p042663,0.8051400298707221
p103616,0.7987169411910543
p119315,0.7978063962248623
p112683,0.7966629654340549
p134225,0.4390654688850634
p178686,0.5084010672839272
p104414,0.6957310589132649
p196430,0.6757875201577722
p121265,0.8734896492760422
p002111,0.8667067169832436
p048656,0.8304564285219966
p100742,0.7282501345007752
p240945,0.7863045938690485
p196948,0.6922286631599841
p161397,0.8642419300768194
p085333,0.46046375450343113
p051174,0.7270254823041358
p226030,0.7703747041350477
p200031,0.9402139874741003
p099283,0.43676249146778
p012888,0.8355593964565887
p213138,0.5966751147697686
p259594,0.7629836732551858
p169939,0.5359110582248617
p189829,0.7540741655812957
p180698,0.9243165823619479
p041111,0.7829971032548277
p108577,0.8681104120930943
p024499,0.8155176121461902
p009156,0.8218435493120488
p154797,0.6919007354877111
p019957,0.8465847947608247
p137043,0.8516559755994443
p183936,0.9475395414500163
p143641,0.5934631127483181
p201920,0.5023845945095289
p169193,0.7400467780093136
p215466,0.7964585482614382
p124527,0.6374843095573883
p241030,0.8203456393630739
p252968,0.631166533062375
p090991,0.7442238480219525
p138331,0.9126925580448307
p199355,0.8461695827981426
p084300,0.8984433849024864
p096238,0.7437430589354287
p081530,0.7240693170117523
p178898,0.7685102273971162
p177763,0.7745155885123116
p175360,0.8932239920574906
p218759,0.8855167785101417
p225010,0.8877664397576932
p015130,0.779633262733008
p161752,0.514395515102641
p152538,0.8027822574113439
p237080,0.9272144025451894
p199291,0.9415944595264482
p136751,0.844503543829534
p108958,0.8816238113039924
p110542,0.7131627117208312
p043509,0.9227332640800775
p251751,0.6429843020521688
p241189,0.8107053021475867
p194788,0.8819282045990403
p175510,0.7617760931076162
p113659,0.7482390830065072
p038018,0.7163434181052827
p109620,0.9041887152021852
p198992,0.7203453938822504
p001237,0.755710601870204
p156569,0.367815538421695
p183302,0.7449404939784163
p068100,0.7293859428898384
p013384,0.6585614008281186
p189300,0.30395184660574803
p185448,0.8515283314426735
p140668,0.7560065966300444
p070387,0.6133908524786374
p033345,0.8587327433343084
p049875,0.9228145301992798
p112795,0.7973229186291598
p042765,0.8735092072026598
p183727,0.8880993831871494
p258333,0.9628857043492275
p164654,0.7715829925523532
p111121,0.8181706149993514
p007364,0.9232679087973475
p235281,0.5369224219615509
p184766,0.9462940817853402
p118290,0.6263435409287511
p134315,0.7224372875003382
p008931,0.7084265255111346
p193216,0.8218066733340175
p099504,0.7715482432294574
p185939,0.6615993475428199
p212541,0.9244781581866732
p057050,0.5071462599009527
p235964,0.7799853787690516
p019799,0.8067625904661806
p226343,0.7553715300090089
p247942,0.9103010811413315
p034876,0.9129202025864867
p127034,0.7980472787933215
p122910,0.8207651779660051
p112781,0.5185000496577832
p167054,0.9395640422206407
p091175,0.8135157265137263
p192661,0.9557290448512906
p254171,0.8432755750784124
p056473,0.8641538671877111
p186773,0.8471605245093694
p005448,0.580205714545691
p127039,0.744582361028599
p019902,0.9359774481858756
p109258,0.8708983560318363
p256814,0.3075823173102834
p086119,0.9423739476110045
p085718,0.7710801884778102
p000341,0.6272004105921625
p153871,0.4992078242277408
p015527,0.9232686991540423
p180082,0.7997396941422485
p114608,0.912616876542631
p255258,0.663045918667583
p074885,0.3868948869044268
p158107,0.9229499871399722
p194785,0.5078592925104763
p053919,0.806803007550019
p118270,0.7410018766252093
p173735,0.8788788543931062
p166438,0.8020638797195625
p229032,0.7854587824165782
p126693,0.7611285270011469
p093408,0.5394867201150702
p078376,0.7383345376882615
p256718,0.7102303372084684
p257276,0.8799741189165332
p139883,0.825460732286009
p112417,0.683118566382193
p006285,0.8820342439882669
p158702,0.767315388935037
p180517,0.7409639662172829
p103302,0.8310171773704063
p085035,0.6129813353455282
p052579,0.8780265864413681
p034767,0.8131190527221033
p164787,0.48344249770149794
p068805,0.9046758090325316
p099314,0.6597947334615619
p247448,0.47366108051601047
p010132,0.8804834224616536
p149889,0.8840603843934274
p244732,0.8880120071106647
p132573,0.7441873708894232
p022004,0.8368550555333297
p232062,0.4603498465568594
p227193,0.9601788601472349
p001484,0.8560633829133633
p212354,0.19911717952609762
p218435,0.8808598739746337
p070650,0.8459435656607277
p088920,0.7261053144466137
p121609,0.917240084175015
p050858,0.9711572713633676
p132912,0.7989872831925211
p150879,0.6029790099539009
p243365,0.8647902364821827
p114677,0.7171661044086007
p228243,0.8857445546883514
p042290,0.9201958008063782
p104397,0.750149121826491
p042280,0.5866225983284361
p137702,0.7008922661119985
p084377,0.8364348463968277
p041654,0.7870495668234274
p119772,0.48923875392050253
p098282,0.645838826635153
p087508,0.8418856199140589
p107066,0.5445387599163665
p241315,0.38655519985593756
p034181,0.5515646489014056
p079792,0.8921479779556656
p206611,0.874257615654858
p233647,0.8605259219615589
p072113,0.6855339991501699
p085444,0.8465874660871905
p028452,0.7614234814974689
p104178,0.792922365663699
p097168,0.46778053896215255
p211339,0.8812511544446465
p109077,0.6891069736906432
p074743,0.6193238474646876
p207729,0.8368755057213273
p204533,0.8247316140815832
p207665,0.7147908890920782
p217044,0.8375180071372131
p185822,0.8809283928175351
p223903,0.8417320142350426
p253408,0.8865356781563072
p021838,0.7551788447821512
p073176,0.6490624347001448
p097703,0.8301954964567967
p177982,0.7911062741325963
p209800,0.8493504503311955
p197472,0.6165527699721116
p176198,0.8096176321145844
p010602,0.9382838876288875
p045059,0.7989409345383909
p004465,0.84445765631809
p201661,0.4654274837551594
p247377,0.7627264899072292
p011839,0.6973240436185097
p181589,0.7966105327717844
p222352,0.7212476449950103
p033095,0.8235555227732758
p152161,0.8229810097101486
p146348,0.5599477375263436
p081351,0.7344424555695088
p104086,0.9370463026908009
p129944,0.9301199243901912
p139971,0.6693801393484842
p019840,0.6205766615519234
p078847,0.9299166703804606
p187359,0.8788299451658503
p014981,0.9439646544631686
p078888,0.502850987830742
p197493,0.8769907702890084
p223807,0.8777261591966317
p175173,0.6589823948706519
p184290,0.9691515404399251
p240381,0.9012412673947475
p192045,0.8523922970635852
p067483,0.8621950040992192
p065985,0.7951361326117428
p097988,0.7995283131380608
p014378,0.813229372015454
p207504,0.7931315269040795
p124497,0.6713019346087399
p041514,0.8355625974101453
p053087,0.7598244763529396
p019766,0.6289728171377011
p042248,0.6976437714765716
p162955,0.7940581659288132
p051634,0.7729425871014806
p042928,0.4301574219880333
p218938,0.8684544160102099
p096669,0.5899514913343502
p227913,0.8419041292824962
p128332,0.8131681316972643
p156792,0.6694653926335863
p072391,0.7446554071682703
p185449,0.7438260153654768
p166909,0.6661000316836764
p044691,0.822346291893421
p101409,0.7090255793741252
p041121,0.942391843859895
p238590,0.9410243516873532
p222387,0.8823316207658568
p234051,0.8446380377765751
p144094,0.6853730769446855
p091725,0.5384518989283025
p146744,0.837381549141618
p217132,0.7857325790411893
p038548,0.8832155354262956
p163490,0.9103045718793729
p064027,0.8659785777158859
p252418,0.804841568222712
p097793,0.6110840858718457
p127908,0.7545664643829558
p033793,0.31320563801854856
p041765,0.8774441023389866
p087059,0.7598485070094227
p139864,0.5564472364229914
p236252,0.9177084913598519
p100085,0.6445104125368106
p099517,0.8197682158690754
p105054,0.7557049644523507
p129742,0.8043436665853945
p208479,0.7565776788704796
p216392,0.8431127386286861
p142815,0.9365154034961362
p241790,0.9232717908323791
p056395,0.8822145020612535
p121254,0.7545694926601922
p083120,0.7703389961091168
p136618,0.6963251002352354
p060713,0.9080562306164573
p178996,0.8780279978204308
p005636,0.7939096940448465
p093473,0.9510359900774173
p189408,0.834508988195333
p037253,0.7442868942610367
p077833,0.9414605855265455
p217127,0.919676735355997
p035918,0.8424299134173663
p195304,0.7057330952415459
p184006,0.8558340338791112
p053912,0.8926524056697955
p249361,0.6402661799211858
p228033,0.6988293618757853
p120177,0.710198173396242
p205087,0.8586631823485276
p065516,0.9265659884687081
p251979,0.8519070700184126
p116508,0.6451173254750127
p219918,0.6120240381578761
p147330,0.8201057250040124
p248641,0.8742765565933865
p188743,0.8094518173213691
p232753,0.729952400967517
p155252,0.8111953952695359
p034381,0.6826405155192526
p000855,0.8358156128586938
p122818,0.762810918622428
p143606,0.8598152735061224
p219622,0.8577012503545564
p226159,0.3698378142988469
p220735,0.7339310697064382
p224764,0.7900125305409713
p210363,0.5992866684080869
p148574,0.7671603436095035
p212574,0.6097856324875894
p219336,0.8240885747574819
p236757,0.8340128739558589
p113674,0.783099398168845
p208748,0.8966860558414136
p036325,0.8928370045253671
p001219,0.8525096604799427
p019963,0.8623001882916653
p012286,0.8745289332360908
p128031,0.7775720683436518
p181273,0.7495528946566044
p228160,0.8824711642652636
p198162,0.7948979655368148
p010888,0.8591115782214396
p143333,0.8106887883720094
p241664,0.8122922604047064
p105195,0.7398987943376477
p023056,0.3115551971927588
p177916,0.5635001689369846
p009005,0.6857756681485586
p196258,0.7890089710796861
p214997,0.7976576804226714
p137578,0.9560975189802321
p067204,0.868713682836223
p148065,0.7086367101068013
p146297,0.7175215681361391
p184635,0.6473230782808408
p218157,0.7678603684870657
p226936,0.8558085199038094
p026264,0.8681944178207217
p230219,0.7480734461320726
p042040,0.8720806280022835
p031495,0.637437242667936
p241951,0.8292697486563096
p213119,0.8167178090462104
p058032,0.7658830029109338
p006519,0.8686592527494563
p164910,0.9183088908708134
p174119,0.5749287337875992
p032059,0.8313716827124251
p163776,0.8415797391738962
p096322,0.759702592029117
p065487,0.39067113034293205
p097627,0.892275169592119
p055152,0.8249104268871839
p249493,0.7865607246551847
p208294,0.8725561899302856
p015148,0.426297728042153
p123415,0.9185537103399493
p152876,0.8734247033042453
p116942,0.7909935923401161
p068889,0.4132352017810117
p085299,0.6806834097628549
p079235,0.8753914724207853
p103973,0.961848333433648
p148248,0.956060773350332
p211888,0.6290087914158152
p009471,0.7729068968060285
p092215,0.8561783377751732
p147914,0.8411931013266063
p223502,0.8702089745751393
p102524,0.8046104577660302
p237245,0.9029989867605563
p048211,0.8091217558512189
p192594,0.6874186594023604
p045414,0.6835145370118921
p046340,0.9027804497664305
p191783,0.837961116744466
p094757,0.9197029082044034
