id,project_is_approved
p233245,0.8450528201715436
p096795,0.8760843564223085
p236235,0.8378490219197795
p233680,0.760095361477497
p171879,0.7818091190038868
p016071,0.8167869073122361
p099906,0.8901945160618673
p200236,0.8052876701725493
p129452,0.6941644151624504
p186652,0.8727087155131118
p257992,0.8882637020628322
p055177,0.7329098554512455
p069502,0.31913396796266164
p099455,0.5671614200068666
p226195,0.8766364872371472
p048432,0.8801490809530792
p028074,0.8492168621178213
p188220,0.5179967991510429
p213507,0.7434637754843942
p006068,0.49697270937111465
p124112,0.790936198676622
p190450,0.9160331661404069
p180156,0.7935500207604981
p025868,0.5530128340717194
p134875,0.8861605525230712
p169259,0.6465107425396307
p124445,0.9150392920129184
p090153,0.8528015467957619
p086796,0.7839002586326426
p101412,0.8454203696203965
p249795,0.9216603430673804
p185278,0.768281483329465
p052706,0.8102044577850309
p118380,0.8299059572069893
p258109,0.8316176210008267
p033638,0.7544799478978484
p190269,0.780024062139427
p166424,0.8635632439817224
p128851,0.769243125020445
p059448,0.8223959789700817
p020036,0.43244140220288324
p241422,0.7062727799388391
p155492,0.7038637451657328
p062100,0.7132866042263908
p159786,0.7376818499972408
p144841,0.7746978480260972
p085470,0.726863956064124
p130095,0.4481543199906552
p047018,0.784753943350026
p016587,0.706125291233505
p087209,0.5461135251155308
p188130,0.7483080139722752
p101731,0.49190355445989575
p232762,0.9424593130778147
p167483,0.775481746879647
p076351,0.7006538555080954
p185000,0.9515239522253571
p101086,0.5685836853568524
p026220,0.9121138438394681
p028685,0.728508732624023
p069530,0.8319297656630024
p056829,0.5089895552805251
p047088,0.611141643393735
p134783,0.7614810038253582
p033569,0.8625325853099906
p066632,0.8025012216222255
p249875,0.8390643719909215
p246378,0.8522517271253683
p088359,0.637657987759218
p068216,0.7436218663407376
p132793,0.8947350909361322
p012075,0.8716751705691985
p034160,0.904855505117546
p164095,0.4957293128325113
p101374,0.69273953277883
p179164,0.6958784931744187
p144206,0.7328705019844831
p117651,0.7304781788284469
p037059,0.8975409991132892
p156849,0.7449457149433346
p096892,0.8087760367509963
p161212,0.42577008156495594
p099186,0.7056447311645409
p124024,0.7436825187804201
p200265,0.7482349675976518
p034357,0.888254195077535
p177052,0.3190759563909226
p127983,0.43145114820755964
p257497,0.9633250242623691
p017783,0.7448348569902093
p036670,0.8119912496132526
p187035,0.9133012493818695
p251797,0.667519391345138
p081183,0.835169527658186
p211028,0.7977021339996234
p197996,0.9360192923665487
p175648,0.8332436764812369
p069955,0.8886020622141065
p126285,0.7566987851470869
p073482,0.46553135481299357
p021363,0.7399932420972645
p018483,0.8053585556835362
p120512,0.9464551238887609
p224623,0.8972153461201096
p046024,0.6658543518359443
p128133,0.6965424404309237
p111612,0.7808710676671384
p216008,0.9541076460671548
p250197,0.44359409807211625
p038264,0.846905671749992
p037304,0.8123876455690126
p233182,0.7682907623088338
p187950,0.9485351189194681
p194163,0.7304544457629394
p123572,0.8319271469451911
p213676,0.3678180058241101
p242177,0.8688257740159328
p228376,0.8240958445415253
p098358,0.596668739991062
p208182,0.884999935521523
p192069,0.7797313290632234
p125208,0.713706502555496
p068618,0.46527944463433296
p250399,0.7802137070073099
p096146,0.9129764771234598
p014072,0.6604173357378659
p170811,0.5134153016245263
p016865,0.4226605937198898
p000502,0.8761163267585959
p243659,0.7689773737939595
p123641,0.7980028428736361
p179222,0.7695597049632066
p119669,0.8384267272951976
p224232,0.9313792362530359
p113196,0.7165603959219506
